Customer_ID,Num_CC,Dependents,Status_Checking_Acc,Credit_History,Purposre_Credit_Taken,Savings_Acc,Years_At_Present_Employment,Marital_Status_Gender,Other_Debtors_Guarantors,Other_Inst_Plans ,Housing,Job,Telephone,Foreign_Worker,Duration_binned,Credit_amount_binned,Age_binned,Default_On_Payment
102778,1,1,A11,A32,A43,A61,A74,A92,A103,A143,A152,A173,A191,A201,B11,B21,B31,0
102779,2,1,A14,A34,A41,A64,A75,A93,A101,A143,A152,A174,A192,A201,B13,B22,B32,0
102780,1,1,A12,A32,A45,A61,A71,A92,A101,A143,A152,A173,A192,A201,B11,B21,B35,0
102781,2,1,A12,A34,A43,A61,A74,A93,A103,A143,A152,A173,A191,A201,B13,B21,B31,1
102782,1,1,A14,A34,A40,A64,A75,A93,A101,A143,A152,A173,A192,A201,B12,B20,B34,0
102783,1,1,A12,A30,A48,A61,A73,A93,A101,A143,A152,A172,A192,A201,B11,B20,B31,0
102784,1,1,A12,A32,A40,A62,A72,A92,A101,A141,A152,A172,A191,A201,B11,B20,B30,1
102785,1,1,A12,A32,A41,A65,A71,A91,A101,A143,A152,A174,A192,A201,B11,B22,B34,0
102786,1,1,A12,A32,A49,A64,A73,A93,A101,A143,A152,A172,A192,A201,B11,B20,B32,0
102787,1,1,A14,A32,A43,A63,A75,A93,A101,A143,A152,A173,A191,A201,B11,B21,B32,0
102788,2,2,A14,A34,A41,A65,A75,A93,A101,A143,A152,A173,A192,A201,B14,B21,B32,0
102789,1,1,A12,A33,A46,A61,A75,A93,A101,A143,A153,A173,A191,A201,B14,B22,B33,1
102790,1,1,A11,A34,A46,A61,A73,A93,A101,A141,A152,A173,A192,A201,B13,B22,B31,1
102791,1,2,A12,A32,A49,A61,A75,A92,A101,A143,A152,A173,A191,A201,B11,B20,B32,1
102792,1,2,A14,A32,A41,A65,A75,A93,A101,A143,A152,A174,A192,A201,B12,B22,B32,0
102793,2,1,A14,A34,A42,A65,A73,A94,A101,A143,A152,A173,A191,A201,B10,B20,B31,0
102794,1,1,A13,A32,A42,A61,A75,A91,A101,A143,A153,A173,A191,A201,B12,B21,B33,0
102795,1,1,A14,A32,A42,A63,A75,A93,A101,A143,A151,A173,A192,A201,B12,B21,B31,0
102796,1,1,A14,A32,A42,A62,A72,A92,A101,A143,A151,A173,A191,A201,B10,B20,B30,0
102797,1,2,A11,A32,A41,A65,A75,A93,A101,A143,A153,A173,A192,A201,B11,B23,B33,1
102798,2,1,A14,A34,A42,A61,A72,A92,A101,A143,A151,A172,A191,A201,B11,B20,B30,0
102799,2,1,A14,A33,A40,A65,A75,A94,A101,A143,A152,A173,A192,A201,B12,B20,B33,0
102800,1,1,A12,A32,A40,A65,A72,A93,A101,A143,A152,A171,A191,A201,B10,B20,B32,0
102801,2,2,A14,A34,A46,A61,A75,A93,A101,A143,A153,A173,A191,A201,B12,B20,B33,0
102802,2,1,A12,A34,A43,A61,A75,A92,A103,A141,A151,A172,A192,A201,B11,B20,B33,0
102803,2,1,A11,A34,A42,A61,A75,A92,A101,A143,A152,A173,A191,A201,B11,B21,B30,0
102804,2,1,A14,A34,A43,A65,A75,A93,A101,A143,A152,A173,A191,A201,B11,B20,B32,0
102805,1,1,A12,A32,A40,A65,A71,A92,A101,A143,A151,A171,A191,A201,B11,B22,B30,0
102806,1,1,A11,A32,A40,A61,A74,A93,A101,A143,A152,A173,A192,A201,B13,B23,B30,1
102807,1,1,A12,A32,A43,A61,A72,A94,A101,A143,A152,A172,A191,A202,B10,B20,B31,0
102808,4,1,A14,A34,A43,A65,A75,A93,A101,A143,A152,A173,A191,A201,B11,B20,B35,0
102809,1,1,A12,A31,A41,A61,A71,A93,A101,A141,A153,A174,A192,A201,B13,B23,B34,0
102810,2,1,A12,A30,A40,A61,A72,A92,A101,A143,A151,A171,A191,A201,B11,B20,B31,1
102811,1,1,A12,A32,A49,A61,A72,A94,A101,A143,A152,A173,A192,A201,B10,B20,B31,0
102812,1,1,A12,A32,A43,A61,A74,A94,A103,A141,A152,A172,A191,A201,B10,B20,B31,0
102813,2,1,A11,A34,A41,A61,A74,A93,A101,A143,A152,A173,A192,A201,B13,B23,B30,1
102814,1,1,A11,A32,A44,A61,A73,A93,A101,A143,A152,A173,A191,A201,B14,B21,B33,1
102815,1,2,A11,A32,A40,A61,A74,A93,A101,A143,A153,A173,A191,A201,B14,B21,B33,1
102816,1,1,A12,A33,A40,A61,A73,A92,A101,A143,A151,A173,A191,A201,B13,B22,B33,0
102817,1,1,A14,A32,A44,A63,A73,A91,A101,A143,A152,A173,A191,A201,B10,B20,B34,0
102818,2,1,A14,A34,A43,A61,A74,A92,A101,A143,A151,A173,A192,A201,B10,B20,B30,0
102819,1,1,A11,A32,A410,A61,A71,A91,A102,A143,A152,A174,A191,A201,B13,B26,B32,0
102820,1,1,A11,A32,A43,A61,A73,A94,A101,A141,A152,A173,A191,A201,B11,B20,B31,1
102821,2,1,A14,A32,A40,A61,A73,A94,A101,A143,A152,A173,A192,A201,B11,B20,B31,0
102822,1,1,A13,A32,A43,A61,A73,A94,A101,A143,A152,A173,A191,A201,B11,B21,B30,0
102823,1,2,A11,A32,A42,A61,A75,A93,A101,A141,A152,A173,A191,A201,B13,B21,B32,1
102824,2,1,A11,A34,A40,A61,A75,A93,A101,A143,A152,A172,A191,A201,B10,B20,B33,0
102825,2,1,A14,A34,A42,A61,A72,A91,A101,A143,A152,A174,A192,A201,B11,B21,B32,0
102826,2,1,A11,A34,A40,A61,A75,A94,A101,A143,A152,A173,A192,A201,B11,B20,B31,0
102827,3,1,A11,A34,A40,A61,A75,A92,A101,A141,A151,A173,A192,A201,B11,B21,B31,1
102828,2,2,A14,A30,A49,A61,A73,A93,A101,A142,A152,A173,A191,A201,B11,B21,B32,1
102829,1,1,A11,A32,A41,A65,A75,A93,A101,A143,A153,A173,A191,A201,B13,B23,B33,1
102830,1,2,A12,A33,A49,A65,A73,A93,A101,A143,A153,A173,A192,A201,B14,B22,B32,0
102831,2,2,A14,A33,A49,A63,A73,A93,A101,A143,A152,A173,A192,A201,B12,B20,B32,0
102832,1,1,A11,A32,A40,A61,A72,A92,A101,A143,A151,A173,A192,A201,B11,B20,B30,1
102833,2,1,A11,A30,A49,A61,A75,A93,A101,A143,A151,A173,A191,A201,B13,B24,B31,1
102834,1,1,A12,A32,A43,A65,A75,A92,A101,A143,A152,A173,A192,A201,B12,B22,B32,0
102835,1,1,A13,A32,A43,A61,A72,A92,A101,A143,A152,A172,A191,A201,B11,B20,B31,1
102836,2,1,A11,A30,A40,A61,A73,A93,A101,A141,A152,A173,A191,A201,B11,B20,B33,1
102837,1,1,A14,A32,A43,A65,A73,A92,A101,A143,A152,A173,A191,A201,B11,B20,B30,0
102838,1,2,A14,A32,A42,A61,A72,A92,A101,A143,A151,A172,A191,A201,B10,B20,B30,0
102839,2,1,A11,A34,A41,A61,A75,A93,A101,A143,A152,A173,A192,A201,B12,B21,B34,0
102840,2,1,A14,A34,A43,A61,A75,A94,A102,A143,A152,A173,A191,A201,B12,B21,B33,0
102841,1,1,A11,A32,A42,A61,A74,A93,A101,A143,A152,A173,A191,A201,B13,B22,B31,1
102842,2,1,A14,A33,A41,A61,A73,A93,A101,A142,A152,A172,A191,A201,B11,B21,B31,0
102843,1,1,A14,A32,A45,A61,A72,A92,A101,A143,A152,A173,A191,A201,B11,B20,B30,1
102844,1,1,A14,A31,A49,A61,A74,A93,A101,A141,A152,A173,A192,A201,B12,B20,B33,0
102845,3,2,A14,A32,A42,A61,A75,A93,A101,A141,A152,A173,A192,A201,B11,B21,B33,0
102846,1,1,A12,A32,A42,A65,A74,A93,A101,A143,A152,A173,A192,A201,B11,B21,B32,0
102847,2,1,A14,A32,A40,A65,A73,A93,A101,A143,A151,A173,A191,A201,B11,B22,B35,1
102848,1,1,A14,A32,A40,A61,A72,A94,A101,A143,A152,A173,A191,A201,B12,B20,B31,0
102849,1,1,A11,A32,A43,A61,A74,A93,A101,A143,A152,A173,A191,A201,B10,B20,B34,0
102850,1,1,A11,A32,A43,A61,A75,A93,A101,A142,A152,A172,A191,A201,B11,B20,B34,1
102851,2,1,A11,A34,A40,A61,A73,A94,A103,A141,A151,A173,A191,A202,B11,B20,B31,1
102852,2,1,A14,A34,A41,A65,A74,A93,A101,A143,A152,A173,A192,A201,B12,B21,B32,0
102853,2,1,A14,A34,A43,A61,A73,A93,A101,A143,A153,A173,A192,A201,B11,B20,B32,0
102854,2,2,A11,A31,A40,A61,A74,A93,A101,A143,A153,A172,A191,A201,B11,B20,B31,1
102855,2,2,A14,A33,A40,A61,A75,A93,A101,A143,A152,A173,A192,A201,B13,B24,B33,0
102856,1,1,A14,A32,A40,A62,A72,A94,A101,A143,A152,A173,A192,A201,B12,B20,B31,0
102857,1,1,A14,A32,A48,A65,A74,A92,A101,A143,A152,A173,A192,A201,B10,B20,B32,0
102858,1,1,A14,A34,A42,A61,A73,A93,A101,A143,A153,A173,A192,A201,B11,B21,B31,0
102859,1,1,A11,A32,A40,A61,A73,A92,A101,A143,A152,A173,A192,A201,B11,B21,B31,1
102860,1,2,A14,A32,A40,A62,A73,A93,A103,A143,A151,A173,A191,A202,B10,B21,B31,0
102861,2,1,A14,A34,A41,A64,A73,A93,A101,A143,A152,A173,A191,A201,B12,B22,B31,0
102862,1,1,A14,A33,A49,A61,A73,A94,A101,A143,A152,A173,A192,A201,B11,B20,B31,1
102863,1,1,A11,A32,A43,A61,A72,A92,A101,A143,A152,A173,A192,A201,B12,B20,B32,1
102864,2,2,A14,A34,A42,A64,A72,A93,A101,A142,A152,A172,A192,A201,B12,B21,B31,0
102865,1,1,A14,A32,A42,A61,A73,A93,A101,A141,A151,A172,A191,A201,B10,B20,B31,1
102866,1,1,A14,A32,A42,A63,A73,A92,A101,A143,A151,A173,A191,A201,B11,B20,B30,0
102867,1,1,A11,A32,A43,A61,A72,A92,A101,A142,A152,A173,A191,A201,B11,B20,B31,0
102868,1,1,A14,A34,A42,A61,A75,A93,A101,A142,A152,A173,A191,A201,B11,B21,B32,0
102869,2,1,A14,A32,A49,A65,A75,A93,A101,A143,A152,A173,A191,A201,B13,B22,B32,0
102870,1,1,A11,A32,A42,A61,A75,A92,A101,A143,A151,A173,A191,A201,B11,B20,B30,0
102871,2,1,A14,A33,A42,A63,A74,A92,A101,A143,A152,A173,A192,A201,B13,B23,B32,0
102872,2,2,A13,A34,A40,A61,A75,A93,A101,A143,A152,A173,A191,A202,B10,B20,B33,0
102873,2,1,A11,A34,A49,A62,A74,A93,A101,A143,A152,A173,A192,A201,B12,B20,B31,0
102874,1,1,A14,A32,A44,A65,A72,A92,A101,A143,A152,A173,A191,A201,B11,B20,B30,0
102875,1,2,A11,A32,A42,A61,A73,A93,A102,A143,A152,A172,A191,A201,B11,B21,B31,0
102876,2,1,A12,A34,A40,A64,A73,A92,A101,A143,A152,A173,A191,A201,B10,B20,B32,0
102877,1,1,A11,A31,A43,A61,A72,A93,A102,A141,A153,A174,A192,A201,B11,B20,B32,0
102878,1,1,A14,A32,A43,A61,A75,A93,A101,A143,A152,A173,A191,A201,B13,B21,B31,0
102879,1,1,A11,A32,A40,A61,A72,A93,A101,A143,A153,A174,A192,A201,B10,B20,B31,1
102880,2,1,A14,A34,A43,A65,A74,A93,A101,A143,A152,A173,A191,A201,B12,B22,B32,0
102881,1,1,A14,A32,A41,A61,A74,A93,A101,A143,A152,A174,A192,A201,B12,B23,B32,0
102882,1,1,A14,A32,A41,A65,A73,A91,A101,A143,A153,A173,A192,A201,B12,B23,B33,0
102883,2,1,A12,A34,A40,A65,A75,A93,A101,A143,A152,A173,A191,A201,B12,B20,B32,0
102884,2,1,A14,A34,A43,A61,A71,A92,A101,A143,A152,A171,A191,A201,B11,B20,B35,0
102885,1,1,A12,A32,A42,A61,A74,A91,A101,A143,A152,A173,A192,A201,B12,B21,B32,1
102886,1,1,A11,A32,A46,A61,A72,A92,A101,A143,A152,A173,A191,A201,B11,B20,B33,1
102887,2,2,A12,A34,A49,A65,A74,A93,A101,A143,A152,A173,A192,A201,B12,B21,B31,0
102888,1,1,A12,A32,A49,A61,A73,A93,A101,A143,A152,A173,A192,A201,B14,B26,B30,1
102889,2,1,A14,A34,A40,A61,A75,A93,A101,A143,A152,A174,A192,A201,B13,B22,B31,0
102890,2,2,A14,A31,A41,A65,A72,A93,A103,A141,A151,A173,A192,A201,B12,B23,B32,0
102891,4,2,A11,A34,A49,A61,A75,A93,A101,A142,A152,A174,A192,A201,B12,B20,B32,0
102892,2,1,A14,A34,A43,A61,A75,A93,A101,A143,A152,A173,A192,A201,B11,B20,B33,0
102893,2,1,A11,A34,A40,A61,A73,A93,A101,A141,A152,A172,A191,A202,B11,B20,B32,0
102894,2,1,A12,A34,A41,A61,A73,A93,A101,A143,A152,A173,A192,A201,B13,B22,B31,0
102895,2,1,A14,A34,A43,A65,A73,A93,A101,A143,A152,A173,A192,A201,B11,B20,B31,0
102896,1,2,A14,A33,A41,A65,A74,A93,A101,A142,A152,A174,A192,A201,B13,B23,B31,0
102897,1,1,A11,A32,A43,A61,A72,A92,A101,A143,A151,A174,A192,A201,B11,B21,B31,0
102898,1,1,A14,A34,A42,A64,A74,A92,A101,A143,A152,A173,A191,A202,B11,B20,B32,0
102899,1,1,A14,A32,A42,A65,A74,A92,A101,A141,A151,A172,A191,A201,B11,B20,B31,0
102900,1,1,A11,A32,A42,A61,A73,A93,A102,A143,A152,A173,A191,A201,B11,B21,B32,1
102901,1,1,A11,A34,A40,A61,A75,A93,A103,A141,A151,A173,A192,A201,B11,B21,B32,1
102902,2,1,A14,A34,A40,A65,A72,A91,A101,A143,A152,A173,A192,A201,B11,B21,B32,0
102903,2,1,A14,A34,A41,A65,A75,A93,A101,A143,A153,A173,A191,A201,B13,B24,B32,0
102904,1,1,A14,A32,A43,A65,A73,A94,A101,A143,A151,A173,A192,A201,B11,B20,B32,0
102905,1,1,A14,A32,A43,A61,A75,A93,A101,A143,A152,A174,A192,A201,B12,B20,B32,0
102906,1,2,A11,A32,A43,A61,A73,A93,A101,A143,A151,A174,A192,A201,B11,B20,B30,0
102907,1,1,A11,A32,A40,A65,A74,A93,A102,A143,A152,A172,A191,A202,B11,B21,B30,0
102908,1,1,A12,A32,A46,A65,A73,A94,A101,A143,A152,A173,A191,A201,B13,B21,B31,0
102909,2,1,A14,A33,A41,A61,A72,A92,A101,A143,A152,A172,A191,A201,B11,B21,B33,0
102910,1,1,A12,A32,A40,A65,A73,A92,A101,A143,A152,A172,A191,A201,B10,B21,B31,0
102911,2,1,A14,A33,A43,A61,A73,A92,A101,A143,A152,A173,A191,A201,B13,B21,B31,0
102912,1,1,A12,A34,A42,A61,A72,A92,A101,A141,A152,A172,A191,A201,B12,B21,B31,1
102913,1,1,A12,A32,A43,A65,A75,A92,A101,A143,A152,A173,A191,A201,B12,B21,B31,0
102914,1,1,A14,A32,A49,A64,A75,A91,A101,A143,A152,A173,A192,A201,B10,B20,B31,0
102915,1,1,A11,A31,A49,A61,A73,A93,A101,A143,A151,A173,A192,A201,B12,B21,B31,1
102916,1,1,A12,A30,A410,A61,A73,A92,A101,A141,A152,A174,A192,A202,B14,B27,B31,1
102917,1,2,A14,A32,A41,A62,A73,A93,A102,A143,A152,A173,A191,A201,B10,B21,B31,0
102918,1,1,A11,A32,A40,A61,A75,A93,A101,A141,A152,A174,A192,A201,B10,B25,B35,1
102919,1,1,A11,A32,A42,A62,A71,A91,A101,A143,A152,A173,A191,A201,B12,B20,B31,1
102920,1,1,A11,A32,A42,A61,A75,A93,A101,A143,A151,A174,A192,A201,B12,B21,B32,1
102921,2,1,A14,A34,A42,A61,A73,A92,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
102922,1,1,A14,A33,A43,A63,A74,A93,A101,A143,A152,A174,A192,A201,B14,B25,B32,0
102923,1,1,A11,A32,A43,A61,A72,A92,A101,A143,A151,A173,A191,A201,B10,B20,B30,1
102924,1,2,A12,A32,A40,A61,A74,A93,A101,A143,A151,A173,A192,A201,B11,B20,B31,0
102925,1,1,A11,A31,A42,A61,A72,A91,A101,A141,A152,A173,A192,A201,B12,B22,B34,1
102926,2,1,A11,A31,A40,A61,A72,A93,A101,A141,A152,A173,A192,A201,B11,B20,B33,1
102927,1,1,A11,A34,A42,A61,A72,A92,A101,A143,A151,A173,A191,A201,B11,B20,B30,0
102928,3,2,A11,A32,A41,A61,A74,A93,A101,A142,A153,A173,A192,A201,B14,B24,B32,1
102929,1,1,A14,A32,A43,A65,A75,A93,A101,A143,A152,A173,A192,A201,B12,B20,B34,0
102930,2,2,A11,A33,A40,A61,A73,A93,A101,A143,A152,A172,A191,A201,B11,B20,B32,0
102931,1,1,A11,A32,A42,A61,A72,A93,A102,A143,A152,A172,A191,A202,B12,B20,B30,0
102932,1,1,A12,A32,A43,A61,A72,A92,A101,A143,A152,A173,A192,A201,B10,B20,B30,1
102933,2,1,A14,A34,A40,A61,A73,A93,A101,A143,A152,A173,A191,A201,B10,B20,B31,0
102934,2,2,A14,A34,A43,A63,A75,A93,A101,A143,A152,A173,A192,A201,B11,B20,B32,0
102935,1,1,A11,A32,A43,A61,A73,A92,A101,A141,A152,A173,A191,A201,B11,B20,B30,0
102936,2,1,A12,A33,A43,A62,A72,A93,A101,A142,A152,A174,A191,A201,B12,B20,B31,1
102937,1,1,A13,A32,A43,A61,A73,A92,A101,A143,A152,A172,A191,A201,B10,B20,B31,1
102938,1,1,A12,A32,A43,A61,A72,A94,A101,A143,A151,A174,A192,A201,B10,B20,B31,0
102939,1,1,A12,A32,A46,A61,A73,A93,A101,A143,A153,A173,A191,A201,B15,B22,B32,1
102940,2,2,A14,A34,A41,A65,A73,A93,A101,A143,A152,A174,A192,A201,B12,B22,B33,0
102941,1,2,A14,A32,A40,A65,A72,A93,A101,A143,A152,A174,A192,A201,B11,B21,B33,0
102942,1,2,A14,A32,A40,A61,A73,A93,A101,A143,A152,A172,A191,A202,B10,B20,B31,0
102943,1,1,A14,A32,A42,A65,A74,A93,A101,A142,A152,A173,A192,A201,B12,B20,B31,0
102944,3,2,A14,A34,A40,A61,A74,A93,A101,A143,A152,A172,A191,A201,B10,B20,B32,0
102945,1,1,A11,A32,A42,A61,A72,A92,A103,A143,A151,A173,A191,A201,B11,B20,B33,0
102946,2,1,A12,A30,A40,A63,A72,A92,A101,A143,A152,A173,A191,A201,B14,B23,B31,0
102947,1,2,A11,A31,A42,A63,A72,A93,A101,A143,A153,A173,A192,A201,B12,B21,B31,1
102948,1,1,A14,A32,A40,A65,A71,A93,A101,A143,A152,A174,A192,A201,B11,B21,B32,0
102949,1,2,A14,A32,A42,A61,A72,A94,A102,A143,A152,A172,A191,A201,B11,B20,B32,1
102950,2,1,A14,A32,A43,A62,A75,A93,A101,A143,A152,A173,A191,A201,B12,B21,B31,1
102951,3,2,A12,A34,A49,A61,A71,A94,A101,A143,A152,A171,A192,A201,B11,B21,B32,0
102952,2,1,A11,A33,A49,A61,A74,A93,A101,A143,A152,A173,A192,A201,B13,B20,B30,1
102953,1,1,A12,A32,A41,A63,A72,A92,A101,A143,A151,A173,A191,A201,B12,B21,B31,1
102954,2,1,A14,A32,A42,A61,A71,A92,A101,A143,A152,A174,A192,A201,B13,B24,B31,1
102955,1,1,A11,A32,A40,A61,A73,A92,A103,A143,A152,A173,A192,A201,B11,B20,B31,0
102956,2,1,A11,A34,A43,A64,A75,A92,A101,A143,A151,A174,A192,A201,B12,B20,B34,0
102957,2,1,A13,A34,A43,A65,A75,A93,A101,A142,A152,A172,A191,A201,B12,B21,B33,0
102958,3,1,A12,A34,A43,A61,A75,A93,A101,A143,A152,A172,A191,A201,B10,B20,B32,0
102959,1,1,A11,A32,A40,A61,A73,A93,A101,A143,A152,A172,A191,A201,B12,B21,B33,1
102960,1,1,A12,A32,A42,A62,A75,A93,A101,A143,A153,A173,A191,A201,B12,B21,B31,0
102961,2,1,A14,A34,A43,A61,A75,A94,A101,A143,A151,A173,A191,A201,B10,B20,B31,0
102962,2,1,A12,A33,A40,A61,A73,A91,A101,A143,A152,A173,A191,A201,B11,B20,B33,0
102963,1,1,A14,A32,A40,A65,A73,A93,A101,A143,A152,A173,A191,A201,B11,B21,B31,0
102964,2,1,A14,A32,A43,A63,A75,A93,A101,A141,A152,A173,A192,A201,B12,B20,B32,1
102965,1,1,A12,A32,A45,A61,A72,A94,A101,A143,A152,A172,A191,A201,B10,B20,B30,0
102966,1,1,A12,A32,A43,A65,A73,A92,A101,A143,A152,A173,A191,A201,B12,B20,B31,0
102967,2,1,A12,A34,A43,A63,A73,A93,A101,A143,A152,A172,A191,A201,B12,B21,B30,1
102968,1,1,A14,A32,A43,A61,A75,A92,A101,A141,A151,A174,A192,A201,B11,B21,B33,0
102969,1,1,A14,A32,A43,A65,A74,A94,A101,A143,A151,A173,A192,A201,B13,B22,B31,0
102970,2,2,A11,A34,A40,A61,A73,A93,A101,A143,A152,A172,A191,A201,B10,B21,B32,0
102971,1,1,A12,A32,A45,A62,A73,A93,A103,A143,A152,A173,A191,A201,B11,B20,B30,0
102972,1,2,A14,A32,A40,A61,A73,A93,A101,A143,A152,A172,A191,A201,B12,B22,B32,0
102973,2,1,A11,A31,A40,A61,A71,A92,A102,A143,A151,A171,A191,A201,B12,B20,B31,1
102974,1,1,A11,A32,A49,A61,A75,A93,A102,A143,A151,A173,A191,A201,B15,B22,B32,1
102975,1,1,A14,A34,A43,A61,A73,A92,A101,A143,A152,A173,A192,A201,B12,B21,B31,0
102976,1,1,A13,A32,A43,A63,A73,A92,A101,A143,A152,A172,A191,A201,B12,B20,B34,0
102977,1,1,A12,A32,A43,A61,A73,A92,A103,A143,A152,A173,A191,A201,B10,B20,B34,0
102978,2,1,A12,A33,A49,A65,A75,A93,A101,A143,A152,A173,A191,A201,B11,B20,B32,0
102979,2,2,A14,A33,A40,A61,A75,A93,A101,A143,A152,A172,A191,A201,B12,B21,B33,1
102980,1,1,A12,A31,A40,A62,A73,A94,A101,A143,A151,A173,A191,A201,B11,B20,B31,1
102981,1,1,A12,A34,A42,A61,A74,A93,A101,A143,A152,A173,A191,A201,B12,B23,B33,1
102982,1,1,A14,A32,A49,A61,A71,A93,A101,A141,A151,A174,A192,A201,B14,B21,B31,1
102983,1,1,A13,A32,A40,A62,A73,A92,A101,A141,A152,A174,A192,A201,B11,B21,B31,0
102984,1,2,A11,A32,A41,A61,A73,A93,A101,A143,A152,A173,A191,A201,B13,B23,B31,1
102985,2,1,A14,A34,A42,A61,A74,A93,A101,A143,A152,A172,A191,A201,B12,B20,B31,0
102986,2,1,A11,A34,A42,A61,A73,A92,A101,A143,A151,A173,A191,A201,B11,B20,B31,0
102987,2,1,A13,A30,A49,A61,A72,A91,A101,A143,A152,A173,A191,A201,B13,B22,B31,0
102988,1,1,A14,A32,A43,A62,A71,A92,A101,A143,A152,A173,A191,A201,B11,B20,B34,0
102989,1,1,A11,A32,A41,A61,A71,A93,A101,A143,A153,A174,A192,A201,B12,B22,B31,0
102990,2,1,A12,A34,A43,A61,A75,A93,A101,A143,A152,A172,A191,A201,B12,B20,B33,0
102991,2,2,A14,A34,A46,A65,A72,A93,A101,A143,A152,A172,A191,A201,B11,B21,B32,0
102992,1,2,A14,A31,A43,A62,A75,A93,A101,A141,A152,A172,A191,A201,B11,B20,B31,0
102993,2,1,A11,A32,A43,A65,A74,A94,A101,A143,A151,A172,A191,A201,B11,B20,B30,0
102994,1,1,A11,A32,A42,A61,A71,A93,A101,A143,A152,A174,A192,A201,B13,B21,B31,0
102995,1,1,A14,A32,A40,A65,A75,A93,A101,A143,A152,A173,A192,A201,B11,B20,B33,0
102996,1,1,A14,A32,A42,A61,A74,A92,A101,A143,A152,A172,A191,A201,B11,B20,B31,0
102997,1,1,A11,A32,A41,A61,A73,A91,A101,A143,A152,A174,A192,A201,B12,B21,B32,0
102998,1,1,A14,A32,A43,A61,A75,A93,A101,A143,A152,A173,A191,A201,B11,B20,B32,0
102999,1,1,A11,A32,A43,A61,A73,A93,A101,A143,A153,A173,A192,A201,B13,B20,B30,1
103000,1,1,A12,A34,A41,A62,A71,A93,A101,A143,A152,A173,A191,A201,B13,B21,B31,0
103001,2,1,A11,A34,A43,A65,A75,A93,A101,A143,A152,A173,A192,A201,B10,B20,B35,0
103002,1,1,A12,A32,A43,A61,A73,A92,A101,A143,A152,A173,A191,A201,B14,B22,B30,0
103003,1,2,A14,A34,A46,A61,A74,A93,A101,A143,A152,A172,A191,A201,B11,B20,B33,0
103004,1,2,A11,A32,A42,A61,A74,A93,A103,A143,A153,A173,A191,A201,B13,B23,B33,0
103005,2,2,A11,A33,A40,A61,A73,A93,A101,A143,A153,A173,A191,A201,B12,B21,B33,1
103006,1,2,A14,A32,A46,A65,A73,A93,A101,A143,A153,A172,A192,A201,B13,B23,B32,0
103007,1,1,A14,A32,A42,A63,A75,A93,A101,A143,A152,A173,A191,A201,B12,B21,B33,0
103008,1,1,A12,A32,A41,A61,A73,A93,A101,A143,A151,A174,A192,A201,B13,B22,B32,0
103009,1,1,A14,A32,A43,A64,A74,A91,A101,A143,A152,A172,A191,A201,B11,B21,B34,0
103010,2,1,A12,A34,A40,A61,A71,A94,A101,A143,A152,A174,A191,A201,B12,B22,B31,1
103011,1,1,A12,A32,A40,A61,A72,A92,A101,A143,A151,A173,A191,A201,B11,B20,B31,1
103012,1,1,A11,A32,A49,A61,A72,A92,A101,A143,A151,A173,A191,A201,B14,B21,B30,1
103013,1,1,A12,A32,A43,A61,A73,A92,A101,A143,A152,A173,A192,A201,B11,B20,B30,0
103014,2,1,A11,A34,A40,A61,A75,A93,A101,A143,A152,A172,A191,A201,B12,B20,B34,1
103015,1,1,A11,A32,A40,A61,A73,A92,A101,A143,A151,A173,A191,A201,B11,B20,B31,0
103016,1,1,A11,A32,A43,A62,A73,A92,A101,A143,A152,A172,A191,A201,B12,B20,B31,1
103017,2,1,A14,A34,A43,A65,A75,A93,A101,A143,A152,A173,A191,A201,B12,B20,B33,0
103018,3,1,A11,A30,A49,A65,A72,A93,A101,A141,A152,A173,A191,A201,B12,B23,B31,0
103019,1,1,A12,A32,A41,A61,A75,A92,A101,A143,A153,A174,A192,A201,B12,B25,B32,1
103020,1,2,A14,A32,A43,A63,A75,A93,A101,A143,A152,A173,A192,A201,B12,B21,B31,0
103021,3,1,A14,A34,A40,A61,A73,A93,A101,A143,A152,A173,A192,A201,B10,B20,B33,0
103022,1,2,A11,A32,A43,A63,A73,A93,A101,A143,A151,A173,A191,A201,B10,B21,B32,0
103023,2,2,A11,A34,A40,A61,A72,A93,A101,A143,A151,A172,A191,A202,B10,B20,B33,0
103024,1,1,A12,A34,A41,A62,A72,A93,A101,A143,A152,A173,A191,A201,B11,B20,B32,0
103025,2,1,A14,A34,A42,A65,A73,A94,A101,A143,A152,A173,A191,A202,B10,B20,B31,0
103026,1,1,A11,A32,A42,A61,A73,A93,A101,A141,A152,A172,A192,A201,B10,B20,B32,0
103027,1,1,A14,A30,A43,A61,A75,A94,A101,A143,A152,A172,A191,A201,B10,B20,B32,0
103028,2,1,A13,A31,A43,A64,A73,A92,A101,A143,A151,A173,A191,A201,B11,B20,B32,0
103029,1,1,A12,A32,A43,A61,A73,A93,A103,A143,A152,A173,A191,A201,B10,B20,B31,0
103030,2,1,A11,A33,A49,A61,A75,A93,A101,A143,A152,A173,A192,A201,B15,B22,B34,1
103031,1,1,A12,A32,A49,A64,A72,A94,A101,A141,A152,A173,A192,A201,B11,B20,B32,0
103032,1,1,A11,A32,A42,A61,A73,A93,A101,A142,A152,A173,A191,A201,B12,B21,B31,0
103033,2,1,A12,A32,A40,A62,A73,A93,A101,A143,A152,A173,A192,A201,B11,B22,B31,0
